111443,"Chef (2014)","2014-05-08","Jon Favreau","Jon Favreau, John Leguizamo, Bobby Cannavale, Scarlett Johansson, Dustin Hoffman, Sofia Vergara, Oliver Platt, Amy Sedaris, Robert Downey Jr., Russell Peters"
111659,"Maleficent (2014)","2014-05-30","Robert Stromberg","Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville, Imelda Staunton, Juno Temple, Sam Riley, Brenton Thwaites, Kenneth Cranham, Janet McTeer"
111743,"A Million Ways to Die in the West (2014)","2014-05-30","Seth MacFarlane","Seth MacFarlane,Charlize Theron,Liam Neeson,Amanda Seyfried,Giovanni Ribisi,Neil Patrick Harris,Sarah Silverman,Christopher Hagen,Wes Studi,Matt Clark,Evan Jones,Aaron McPherson,Rex Linn,Brett Rickaby,Alex Borstein,Ralph Garman,John Aylward,Jay Patterson,Amick Byram,Dennis Haskins,Christopher Lloyd,Gilbert Gottfried,Ewan McGregor,John Michael Higgins,Kaley Cuoco-Sweeting,Jamie Foxx,Bill Maher,Ryan Reynolds,Patrick Stewart,Mae Whitman"
111759,"Edge of Tomorrow (2014)","2014-06-06","Doug Liman","Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton, Jonas Armstrong, Tony Way, Kick Gurry, Noah Taylor"
111781,"Mission: Impossible - Rogue Nation (2015)","2015-07-31","Christopher McQuarrie","Tom Cruise,Jeremy Renner,Simon Pegg,Rebecca Ferguson,Ving Rhames,Sean Harris,Simon McBurney,Jingchu Zhang,Tom Hollander,Jens Hultén,Alec Baldwin,America Olivo"
111921,"The Fault in Our Stars (2014)","2014-06-02","Josh Boone","Shailene Woodley, Ansel Elgort, Willem Dafoe, Nat Wolff, Laura Dern, Sam Trammell"
112138,"22 Jump Street (2014)","2014-06-13","Phil Lord","Channing Tatum, Jonah Hill, Ice Cube, Peter Stormare, Wyatt Russell, Amber Stevens, Nick Offerman, Jimmy Tatro, Caroline Aaron, Craig Roberts, Richard Grieco, Dustin Nguyen, Dave Franco, Rob Riggle, Steven Williams"
112171,"Equalizer, The (2014)","2014-09-26","Antoine Fuqua","Denzel Washington, Chloë Grace Moretz, Melissa Leo, Marton Csokas, Dan Bilzerian, Bill Pullman, Johnny Messner, David Harbour"
112175,"How to Train Your Dragon 2 (2014)","2014-06-13","Dean DeBlois","Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington"
112183,"Birdman: Or (The Unexpected Virtue of Ignorance) (2014)","2014-10-17","Alejandro González Iñárritu","Michael Keaton, Edward Norton, Emma Stone, Naomi Watts, Andrea Riseborough, Zach Galifianakis, Amy Ryan, Natalie Gold, Bill Camp"
112290,"Boyhood (2014)","2014-11-07","Richard Linklater","Ellar Coltrane, Partricia Arquette, Ethan Hawke"
112370,"Transformers: Age of Extinction (2014)","2014-06-27","Michael Bay","Mark Wahlberg, Nicola Peltz, John Goodman, T.J. Miller, Stanley Tucci, Kelsey Grammer, Sophia Myles, Jack Reynor, Peter Cullen, Ken Watanabe, Thomas Lennon, John DiMaggio, Titus Welliver, Frank Welker, Mark Ryan, Reno Wilson, Robert Foxworth"
112421,"Frank (2014)","2014-05-09","Lenny Abrahamson","Michael Fassbender, Domhnall Gleeson, Maggie Gyllenhaal, Scoot McNairy, Tess Harper"
112515,"Babadook, The (2014)","1990-01-01","Jennifer Kent","Essie Davis, Daniel Henshall, Tiffany Lyndall-Knight"
112552,"Whiplash (2014)","2014-11-13","Damien Chazelle","Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser, Austin Stowell"
112556,"Gone Girl (2014)","2014-10-03","David Fincher","Ben Affleck, Rosamund Pike, Missi Pyle, Neil Patrick Harris, Scoot McNairy, Boyd Holbrook, Lee Norris, Tyler Perry, Patrick Fugit, Sela Ward, Emily Ratajkowski, Kim Dickens, Lola Kirke, David Clennon, Carrie Coon"
112623,"Dawn of the Planet of the Apes (2014)","2014-07-11","Matt Reeves","Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell, Kodi Smit-McPhee, Kirk Acevedo, Nick Thurston, Judy Greer, Keir O'Donnell, Kevin Rankin, J.D. Evermore, Michael Papajohn, Thomas Rosales Jr."
112788,"Sex Tape (2014)","2014-07-18","Jake Kasdan","Jason Segel, Cameron Diaz, Rob Corddry, Ellie Kemper, Rob Lowe, Nat Faxon, Randall Park, Kumail Nanjiani, Jolene Blalock, Jack Black"
112804,"I Origins (2014)","2014-07-18","Mike Cahill","Michael Pitt, Steven Yuen, Astrid Berges-Frisbey"
112818,"Purge: Anarchy, The (2014)","2014-07-18","James DeMonaco","Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez, Justina Machado, John Beasley, Jack Conley, Noel Gugliemi, Castulo Guerra, Michael K. Williams, Edwin Hodge, Dale Dye"
112852,"Guardians of the Galaxy (2014)","2014-08-01","James Gunn","Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana, Dave Bautista, Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, John C. Reilly, Glenn Close, Benicio Del Toro, Laura Haddock, Peter Serafinowicz, Gregg Henry, Josh Brolin"
112868,"Signal, The (2014)","2014-06-13","William Eubank","Brenton Thwaites, Olivia Cooke, Beau Knapp, Laurence Fishburne, Lin Shaye, Robert Longstreet"
112897,"The Expendables 3 (2014)","2014-08-15","Patrick Hughes","Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas, Wesley Snipes, Dolph Lundgren, Mel Gibson, Harrison Ford, Arnold Schwarzenegger, Ronda Rousey, Kellan Lutz, Terry Crews, Kelsey Grammer, Sarai Givaty, Robert Davi, Victor Ortiz, Randy Couture, Glen Powell"
113225,"Magic in the Moonlight (2014)","2014-07-26","Woody Allen","Colin Firth, Emma Stone, Antonia Clarke, Simon McBurney, Catherine McCormack, Eileen Atkins, Hamish Linklater, Marcia Gay Harden, Jacki Weaver"
113345,"Jupiter Ascending (2015)","2015-02-06","Andy Wachowski","Mila Kunis, Channing Tatum, Sean Bean, Douglas Booth, Eddie Redmayne, Gugu Mbatha-Raw, Terry Gilliam, James D'Arcy, Doona Bae"
113348,"Teenage Mutant Ninja Turtles (2014)","2014-08-08","Jonathan Liebesman","Megan Fox, Will Arnett, William Fichtner, Alan Ritchson, Noel Fisher, Pete Ploszek, Jeremy Howard, Tony Shalhoub, Tohoru Masamune, Whoopi Goldberg"
113378,"Giver, The (2014)","2014-08-15","Phillip Noyce","Brenton Thwaites, Jeff Bridges, Meryl Streep, Alexander Skarsgård, Katie Holmes, Taylor Swift"
113573,"Sin City: A Dame to Kill For (2014)","2014-08-19","Frank Miller","Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt, Rosario Dawson, Bruce Willis, Eva Green, Powers Boothe, Dennis Haysbert, Ray Liotta, Christopher Meloni, Jeremy Piven, Christopher Lloyd, Jaime King, Juno Temple, Stacy Keach, Marton Csokas, Jude Ciccolella, Jamie Chung, Lady Gaga, Alexa PenaVega"
113741,"Coherence (2013)","2014-06-20","James Ward Byrkit","Emily Baldoni, Nicholas Brendon"
113829,"One I Love, The (2014)","2014-08-08","Charlie McDowell","Mark Duplass, Elisabeth Moss, Ted Danson, Marlee Matlin, Mary Steenburgen"
113862,"Guest, The (2014)","2014-09-12","Adam Wingard","Dan Stevens, Maika Monroe, Ethan Embry, Joel David Moore, Lance Reddick, Leland Orser, Sheila Kelley, "
114060,"The Drop (2014)","2014-09-12","Michaël R. Roskam","Tom Hardy, Noomi Rapace, James Gandolfini, Matthias Schoenaerts, John Ortiz, James Frecheville, Ann Dowd"
114180,"Maze Runner, The (2014)","2014-09-19","Wes Ball","Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper, Thomas Brodie-Sangster, Will Poulter, Patricia Clarkson, Don McManus"
114662,"American Sniper (2014)","2015-01-16","Clint Eastwood","Bradley Cooper, Sienna Miller, Jake McDorman, Kyle Gallner, Luke Grimes, Sam Jaeger, Brando Eaton, Keir O'Donnell, Brian Hallisay"
114713,"Annabelle (2014)","2014-10-03","John R. Leonetti","Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard, Kerry O'Malley, Brian Howe, Eric Ladin"
114795,"Dracula Untold (2014)","2014-10-10","Gary Shore","Luke Evans, Dominic Cooper, Sarah Gadon, Charles Dance, Diarmaid Murtagh, Paul Kaye, William Houston"
114935,"Predestination (2014)","2015-01-09","Michael Spierig","Ethan Hawke, Sarah Snook, Noah Taylor"
115122,"What We Do in the Shadows (2014)","2014-01-19","Jemaine Clement","Jemaine Clement, Taika Waititi, Jonathan Brugh, Cori Gonzalez-Macuer, Stuart Rutherford, Ben Fransham, Jackie van Beek"
115149,"John Wick (2014)","2014-10-24","David Leitch","Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe, Dean Winters, Adrianne Palicki, Daniel Bernhardt, Bridget Moynahan, John Leguizamo, Ian McShane, Bridget Regan, Lance Reddick, Keith Jardine, Randall Duk Kim, David Patrick Kelly, Clarke Peters, Kevin Nash, Jason Isaacs"
115170,"Judge, The (2014)","2014-10-10","David Dobkin","Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton, Vincent D'Onofrio, Jeremy Strong, Dax Shepard, Leighton Meester, Ken Howard, Emma Tremblay, Balthazar Getty, David Krumholtz, Grace Zabriskie, Denis O'Hare, Sarah Lancaster, Daryl Edwards, Lenny Clarke "
115210,"Fury (2014)","2014-10-17","David Ayer","Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña, Jon Bernthal, Jim Parrack, Brad William Henke, Kevin Vance, Xavier Samuel, Jason Isaacs, Scott Eastwood"
115569,"Nightcrawler (2014)","2014-10-31","Dan Gilroy","Jake Gyllenhaal, Rene Russo, Michael Papajohn, Marco Rodríguez, Bill Paxton, James Huang, Ann Cusack, Riz Ahmed"
115617,"Big Hero 6 (2014)","2014-11-07","Don Hall","Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller, Genesis Rodriguez, Damon Wayans Jr., Maya Rudolph, James Cromwell, Alan Tudyk, Charles Adler, Daniel Henney"
115664,"The Book of Life (2014)","2014-10-17","Jorge R. Gutierrez","Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman, Christina Applegate, Ice Cube, Kate del Castillo, Hector Elizondo, Danny Trejo, Carlos Alazraqui, Ana de la Reguera, Plácido Domingo, Eugenio Derbez, Gabriel Iglesias, Miguel Sandoval, Grey DeLisle, Cheech Marin, Anjelah Johnson-Reyes, Sandra Echeverría, Troy Evans, Guillermo del Toro"
115680,"Time Lapse (2014)","2014-05-24","Bradley King","Danielle Panabaker, Matt O'Leary, George Finn, Amin Joseph, Joseph Spisak"
115713,"Ex Machina (2015)","2015-04-10","Alex Garland","Domhnall Gleeson, Oscar Isaac, Alicia Vikander, Sonoya Mizuno"
116161,"Foxcatcher (2014)","2014-11-14","Bennett Miller","Channing Tatum,Steve Carell,Mark Ruffalo,Anthony Michael Hall,Sienna Miller"
116797,"The Imitation Game (2014)","2014-11-28","Morten Tyldum","Benedict Cumberbatch,Keira Knightley,Matthew Goode,Mark Strong,Charles Dance,Allen Leech,Tuppence Middleton,Rory Kinnear,Matthew Beard"
116799,"Inherent Vice (2014)","2014-12-12","Paul Thomas Anderson","Jena Malone,Reese Witherspoon,Joaquin Phoenix,Josh Brolin,Benicio Del Toro,Sasha Pieterse,Owen Wilson,Maya Rudolph,Eric Roberts,Michael Kenneth Williams,Martin Short,Katherine Waterston,Belladonna,Martin Donovan,Keith Jardine,Timothy Simons,Peter McRobbie"
116823,"The Hunger Games: Mockingjay - Part 1 (2014)","2014-11-21","Francis Lawrence","Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks,Julianne Moore,Philip Seymour Hoffman,Jeffrey Wright,Stanley Tucci,Donald Sutherland,Willow Shields,Sam Claflin,Jena Malone,Mahershala Ali,Elden Henson,Robert Knepper,Natalie Dormer,Nicholas Pryor"
116897,"Wild Tales (2014)","2014-08-14","Damián Szifrón","Ricardo Darín,Leonardo Sbaraglia,Darío Grandinetti,Erica Rivas,Erica Rivas"
117176,"The Theory of Everything (2014)","2014-11-07","James Marsh","Eddie Redmayne,Felicity Jones,Emily Watson,Harry Lloyd,David Thewlis,Charlotte Hope,Alice Orr-Ewing,Simon McBurney,Christian McKay"
117192,"Doctor Who: The Time of the Doctor (2013)","2013-12-25","",""
117466,"In the Heart of the Sea (2015)","2015-03-13","Ron Howard","Chris Hemsworth,Cillian Murphy,Charlotte Riley,Paul Anderson,Ben Whishaw,Brendan Gleeson,Michelle Fairley,Tom Holland,Benjamin Walker,Jordi Mollà,Joseph Mawle,Frank Dillane,Hayley Joanne Bacon,Donald Sumpter,Gary Beadle"
117529,"Jurassic World (2015)","2015-06-12","Colin Trevorrow","Vincent D'Onofrio,Chris Pratt,Bryce Dallas Howard,Jake M. Johnson,Nick Robinson"
117533,"Citizenfour (2014)","2014-10-10","Laura Poitras",""
117590,"Horrible Bosses 2 (2014)","2014-11-26","Sean Anders","Jason Bateman,Jason Sudeikis,Charlie Day,Jennifer Aniston,Kevin Spacey,Jamie Foxx,Chris Pine,Christoph Waltz,Jonathan Banks"
117887,"Paddington (2014)","2014-11-28","Paul King","Nicole Kidman,Ben Whishaw,Michael Gambon,Peter Capaldi,Sally Hawkins,Imelda Staunton,Jim Broadbent,Hugh Bonneville,Julie Walters,Matt Lucas"
117895,"Maze Runner: Scorch Trials (2015)","2015-09-18","Wes Ball","Dylan O'Brien,Thomas Sangster,Kaya Scodelario,Ki Hong Lee,Aidan Gillen,Giancarlo Esposito,Nathalie Emmanuel,Patricia Clarkson,Lili Taylor,Barry Pepper,Katherine McNamara"
118696,"The Hobbit: The Battle of the Five Armies (2014)","2014-12-17","Peter Jackson","Martin Freeman,Ian McKellen,Richard Armitage,Ken Stott,Graham McTavish,William Kircher,James Nesbitt,Stephen Hunter,Dean O'Gorman,Aidan Turner,John Callen,Peter Hambleton,Jed Brophy,Mark Hadlow,Adam Brown,Orlando Bloom,Evangeline Lilly,Lee Pace,Cate Blanchett,Hugo Weaving,Christopher Lee,Ian Holm,Mikael Persbrandt,Sylvester McCoy,Luke Evans,Stephen Fry,Manu Bennett,John Tui,Benedict Cumberbatch,Billy Connolly,Conan Stevens"
118700,"Selma (2014)","2014-12-25","Ava DuVernay","David Oyelowo,Carmen Ejogo,Giovanni Ribisi,Tim Roth,Oprah Winfrey,Cuba Gooding Jr.,Martin Sheen,Tessa Thompson,Alessandro Nivola,Dylan Baker,Tom Wilkinson,Lorraine Toussaint,Common,Niecy Nash,Keith Stanfield,Wendell Pierce,André Holland,Omar J. Dorsey,Ruben Santiago-Hudson,E. Roger Mitchell"
118880,"Girl Walks Home Alone at Night, A (2014)","2014-11-21","Ana Lily Amirpour","Sheila Vand,Arash Marandi,Marshall Manesh,Dominic Rains"
118900,"Wild (2014)","2014-12-19","Jean-Marc Vallée","Reese Witherspoon,Mo McRae,Michiel Huisman,Gaby Hoffmann,Laura Dern,Thomas Sadoski,Keene McRae,W. Earl Brown,Kevin Rankin,Brian Van Holt,Cliff De Young,J.D. Evermore,Art Alexakis"
118997,"Into the Woods (2014)","2014-12-25","Rob Marshall","Anna Kendrick,Johnny Depp,Emily Blunt,Chris Pine,Meryl Streep,Lucy Punch,Christine Baranski,James Corden,Frances de la Tour,Tammy Blanchard,Tracey Ullman,Simon Russell Beale"
119141,"The Interview (2014)","2014-12-11","Evan Goldberg","James Franco,Seth Rogen,Lizzy Caplan,Randall Park,Timothy Simons,Ben Schwartz"
119145,"Kingsman: The Secret Service (2015)","2015-02-13","Matthew Vaughn","Mark Hamill,Samuel L. Jackson,Colin Firth,Michael Caine,Mark Strong,Taron Egerton,Jack Davenport,Corey Johnson,Geoff Bell"
119155,"Night at the Museum: Secret of the Tomb (2014)","2014-12-19","Shawn Levy","Ben Stiller,Robin Williams,Owen Wilson,Steve Coogan,Ricky Gervais,Dan Stevens,Rebel Wilson,Skyler Gisondo,Rami Malek,Patrick Gallagher,Mizuo Peck,Ben Kingsley,Dick Van Dyke,Mickey Rooney,Bill Cobbs,Andrea Martin,Rachael Harris,Brad Garrett,Patrick Sabongui"
120466,"Chappie (2015)","2015-03-06","Neill Blomkamp","Sharlto Copley,Dev Patel,Brandon Auret,Jose Pablo Cantillo,Ninja, Yo-Landi Visser, Hugh Jackman, Sigourney Weaver"
120799,"Terminator Genisys (2015)","2015-07-01","Alan Taylor","Arnold Schwarzenegger,Emilia Clarke,Jason Clarke,Jai Courtney,J.K. Simmons,Matt Smith,Byung-hun Lee,Douglas Smith,Sandrine Holt,Courtney B. Vance,Gregory Alan Williams"
121231,"It Follows (2014)","2014-05-17","David Robert Mitchell","Maika Monroe,Keir Gilchrist,Olivia Luccardi,Lili Sepe,Bailey Spry"
122882,"Mad Max: Fury Road (2015)","2015-05-15","George Miller","Tom Hardy,Charlize Theron,Rosie Huntington-Whiteley,Nicholas Hoult,Josh Helman,Zoë Kravitz, Hugh Keays-Byrne,Nathan Jones,Riley Keough, Abbey Lee, Courtney Eaton"
122886,"Star Wars: Episode VII - The Force Awakens (2015)","2015-12-18","J.J. Abrams","Mark Hamill,Carrie Fisher,Harrison Ford,Anthony Daniels,John Boyega"
122890,"Warcraft (2016)","2016-03-11","Duncan Jones","Paula Patton,Travis Fimmel,Ben Foster,Robert Kazinsky,Dominic Cooper"
122892,"Avengers: Age of Ultron (2015)","2015-05-01","Joss Whedon","Robert Downey Jr.,Chris Evans,Chris Hemsworth,Scarlett Johansson,Aaron Taylor-Johnson,Mark Ruffalo,Jeremy Renner,James Spader,Don Cheadle,Samuel L. Jackson,Elizabeth Olsen,Paul Bettany,Cobie Smulders,Anthony Mackie,Hayley Atwell,Idris Elba,Linda Cardellini,Stellan Skarsgård,Claudia Kim,Thomas Kretschmann,Andy Serkis,Julie Delpy,Josh Brolin,Lou Ferrigno"
122896,"Pirates of the Caribbean: Dead Men Tell No Tales (2017)","2017-07-07","Joachim Rønning","Johnny Depp"
122898,"Justice League (2017)","2017-05-05","Zack Snyder","Henry Cavill,Ben Affleck,Gal Gadot,Ezra Miller,Ray Fisher"
122900,"Ant-Man (2015)","2015-07-17","Peyton Reed","Paul Rudd,Michael Douglas,Evangeline Lilly,Corey Stoll,Judy Greer,Bobby Cannavale,Anthony Mackie,Abby Ryder Fortson,Michael Peña,David Dastmalchian,T.I.,Hayley Atwell,Wood Harris,John Slattery,Martin Donovan,Garrett Morris,Gregg Turkington,Jean Louisa Kelly,Jim R. Coleman,Tom Kenny,Chris Evans,Jordi Mollà"
122902,"Fantastic Four (2015)","2015-08-07","Josh Trank","Michael B. Jordan,Miles Teller,Kate Mara,Jamie Bell,Toby Kebbell"
122904,"Deadpool (2016)","2016-02-12","Tim Miller","Ryan Reynolds,Karan Soni,Ed Skrein,Morena Baccarin,T.J. Miller,Stefan Kapicic,Brianna Hildebrand,Kyle Cassie,Jed Rees,Gina Carano,Leslie Uggams"
122916,"Thor: Ragnarok (2017)","2017-07-28","","Chris Hemsworth,Tom Hiddleston"
122918,"Guardians of the Galaxy 2 (2017)","2017-05-05","James Gunn","Chris Pratt"
122920,"Captain America: Civil War (2016)","2016-05-06","Anthony Russo","Chris Evans,Robert Downey Jr.,Chadwick Boseman,Daniel Brühl"
122922,"Doctor Strange (2016)","2016-11-04","Scott Derrickson","Benedict Cumberbatch,Daniel Brühl"
122924,"X-Men: Apocalypse (2016)","2016-05-27","Bryan Singer","Jennifer Lawrence,Hugh Jackman,Michael Fassbender,James McAvoy,Channing Tatum"
122926,"Untitled Spider-Man Reboot (2017)","2017-07-07","Jon Watts","Marisa Tomei, Tom Holland"
127096,"Project Almanac (2015)","2015-01-30","Dean Israelite","Amy Landecker,Ginny Gardner,Jonny Weston,Katie Garfield,Sofia Black-D'Elia,Gary Grubbs"
127152,"Going Clear: Scientology and the Prison of Belief (2015)","2015-01-25","Alex Gibney",""
127198,"Dope (2015)","2015-01-24","Rick Famuyiwa","Zoë Kravitz,Forest Whitaker,Tony Revolori,Blake Anderson,Kiersey Clemons,Keith Stanfield,Rick Fox,Kimberly Elise,Chanel Iman,Amin Joseph,Roger Guenveur Smith,De'aundre Bonds"
127202,"Me and Earl and the Dying Girl (2015)","2015-01-25","Alfonso Gomez-Rejon","Jon Bernthal,Nick Offerman,Olivia Cooke,Connie Britton,Thomas Mann,Molly Shannon,Bobb'e J. Thompson,Katherine C. Hughes,Matt Bennett"
127212,"The Stanford Prison Experiment (2015)","2015-01-26","Kyle Patrick Alvarez","Billy Crudup,Ezra Miller,Michael Angarano,Tye Sheridan,Olivia Thirlby,Ki Hong Lee,Moises Arias,Callan McAuliffe,Johnny Simmons,Thomas Mann,James Wolk,Nelsan Ellis,Nicholas Braun,James Frecheville"
128360,"The Hateful Eight (2015)","2015-11-13","Quentin Tarantino","Channing Tatum,Jennifer Jason Leigh,Samuel L. Jackson,Walton Goggins,Kurt Russell,Tim Roth,Zoë Bell,Michael Madsen,Bruce Dern,Demian Bichir,James Parks"
128512,"Paper Towns (2015)","2015-07-24","Jake Schreier","Nat Wolff,Cara Delevingne,Halston Sage,Cara Buono,Caitlin Carver,Jim R. Coleman,Ansel Elgort"
128838,"Crimson Peak (2015)","2015-10-16","Guillermo del Toro","Charlie Hunnam,Tom Hiddleston,Jessica Chastain,Mia Wasikowska,Doug Jones,Burn Gorman,Jim Beaver,Leslie Hope,Javier Botet"
129354,"Focus (2015)","2015-02-27","Glenn Ficarra","Will Smith,Margot Robbie,Rodrigo Santoro,Robert Taylor,Gerald McRaney,Adrian Martinez,BD Wong,Brennan Brown,Griff Furst,Stephanie Honoré,Juan Minujín,David Jensen"
130490,"Insurgent (2015)","2015-03-20","Robert Schwentke","Shailene Woodley,Theo James,Kate Winslet,Jai Courtney,Mekhi Phifer,Ansel Elgort,Miles Teller,Cynthia Barrett,Justice Leak,Octavia Spencer,Zoë Kravitz,Ben Lloyd-Hughes,Tony Goldwyn,Ashley Judd,Ray Stevenson,Naomi Watts,\tSuki Waterhouse,Maggie Q,Kendrick Cross,Daniel Dae Kim,Janet McTeer"
130576,"Midnight Special (2015)","2015-11-25","Jeff Nichols","Michael Shannon,Kirsten Dunst,Joel Edgerton,Adam Driver,David Jensen"
130634,"Furious 7 (2015)","2015-04-03","James Wan","Vin Diesel,Paul Walker,Jason Statham,Michelle Rodriguez,Jordana Brewster,Tyrese Gibson,Ludacris,Dwayne Johnson,Lucas Black,Kurt Russell,Nathalie Emmanuel,Elsa Pataky,Gal Gadot,John Brotherton,Luke Evans,Tony Jaa,Djimon Hounsou,Noel Gugliemi,Ali Fazal,Sung Kang,Ronda Rousey,Iggy Azalea,Steve Coulter,Faheem Najm"
131013,"Get Hard (2015)","2015-03-27","Etan Cohen","Will Ferrell,Kevin Hart,Alison Brie,Craig T. Nelson,Edwina Findley,T.I.,Paul Ben-Victor,John Mayer,Dan Bakkedahl,Greg Germann,Matt Walsh"
131724,"The Jinx: The Life and Deaths of Robert Durst (2015)","2015-02-08","Andrew Jarecki","Robert Durst,Lynda Obst,Jeanine Pirro"
132046,"Tomorrowland (2015)","2015-05-22","Brad Bird","Britt Robertson,George Clooney,Hugh Laurie,Raffey Cassidy,\tTim McGraw,Kathryn Hahn,Keegan-Michael Key,Chris Bauer,Judy Greer,Garry Chalk,Patrick Sabongui,Darren Shahlavi"
